全局序号,分类,分类内序号,等级,POI_ID,名称,子类,地址,经度,纬度,评分,价格/费用/余量,开放/服务时间,建议游览分钟,电话,标签,简介/用途,图片URL,动态字段,数据用途,选择分,备注
151,酒店,,L2,673,东方墨兰(常熟琴湖溪里花园城店),宾馆酒店,琴川街道琴湖路58号1065C商铺,120.757985,31.636953,4.4,212元起，平均约612.6元，余房峰值24间,09:30-23:30,,18120087737,宾馆酒店、奶茶/茶饮,东方墨兰(常熟琴湖溪里花园城店)属于宾馆酒店，适合作为住宿落点和夜间路线收束点。,,min_price=212; avg_price=612.6; max_rooms=24,补充检索/放大后显示,121.121,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。
152,酒店,,L3,762,华舒·逸酒店(天虹服装城客运南站店),经济型连锁酒店,招商西路1号,120.740841,31.627717,4.6,201元起，平均约577.8元，余房峰值25间,,,0512-52078888,经济型连锁酒店、经济型、客运,华舒·逸酒店(天虹服装城客运南站店)属于经济型连锁酒店，适合作为住宿落点和夜间路线收束点。,https://store.is.autonavi.com/showpic/dc425ff80d00bc9a5449e40cc51fd44a,min_price=201; avg_price=577.8; max_rooms=25,路线规划/区域住宿节点,121.112,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。；图片URL补充：同名高德POI图片：华舒·逸酒店(天虹服装城客运南站店)
153,酒店,,L2,780,鑫旺达大酒店,宾馆酒店,环城北路2华丰大厦F1层,120.73935,31.653283,5.0,226元起，平均约616.8元，余房峰值24间,,,0512-52187777,宾馆酒店、住宿服务,鑫旺达大酒店属于宾馆酒店，适合作为住宿落点和夜间路线收束点。,,min_price=226; avg_price=616.8; max_rooms=24,补充检索/放大后显示,120.557,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。
154,酒店,,L4,724,常熟花园酒店(常熟汽车客运南站店),宾馆酒店,花园浜路108号,120.745322,31.635388,4.5,224元起，平均约591.0元，余房峰值25间,,,0512-52811555,宾馆酒店、经济型、客运,常熟花园酒店(常熟汽车客运南站店)属于宾馆酒店，适合作为住宿落点和夜间路线收束点。,https://store.is.autonavi.com/showpic/c096644b87ed61f1be3363ac5d8aec31,min_price=224; avg_price=591.0; max_rooms=25,重点样板卡片/封面图/住宿主节点,120.243,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。；图片URL补充：同名高德POI图片：常熟花园酒店(常熟汽车客运南站店)
155,酒店,,L2,589,宁泰158宾馆(琴湖路店),三星级宾馆,琴湖路15号,120.753145,31.629633,5.0,336元起，平均约646.3元，余房峰值23间,,,0512-52181158,三星级宾馆、经济型,宁泰158宾馆(琴湖路店)属于三星级宾馆，适合作为住宿落点和夜间路线收束点。,,min_price=336; avg_price=646.3; max_rooms=23,补充检索/放大后显示,120.059,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。
156,酒店,,L3,781,尚宜酒店(常熟方塔步行街店),宾馆酒店,方塔东街10号,120.75359,31.643411,4.4,237元起，平均约677.5元，余房峰值22间,,,"0512-51919188;0512-51919188,0",宾馆酒店、经济型、方塔,尚宜酒店(常熟方塔步行街店)属于宾馆酒店，适合作为住宿落点和夜间路线收束点。,https://store.is.autonavi.com/showpic/462c43a4251bb3be023e2fc1bfe20ebe,min_price=237; avg_price=677.5; max_rooms=22,路线规划/区域住宿节点,119.395,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。；图片URL补充：同名高德POI图片：尚宜酒店(常熟方塔步行街店)
157,酒店,,L3,710,如家派柏·云酒店(常熟虞山方塔街店),宾馆酒店,虞山街道书院街122号,120.741365,31.645671,3.9,222元起，平均约626.5元，余房峰值25间,,,0512-80636888;18251708838,宾馆酒店、快捷酒店、虞山、方塔,如家派柏·云酒店(常熟虞山方塔街店)属于宾馆酒店，适合作为住宿落点和夜间路线收束点。,https://store.is.autonavi.com/showpic/e3638ece02f0b41fee6ee3d6dc13c57b,min_price=222; avg_price=626.5; max_rooms=25,路线规划/区域住宿节点,119.309,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。；图片URL补充：同名高德POI图片：如家派柏·云酒店(常熟虞山方塔街店)
158,酒店,,L2,647,新庄园宾馆(招商城西路客运西站店),宾馆酒店,虞山镇招商西路152号,120.737685,31.627647,3.9,347元起，平均约624.2元，余房峰值25间,,,0512-52801836;13032527168,宾馆酒店、经济型、虞山、客运,新庄园宾馆(招商城西路客运西站店)属于宾馆酒店，适合作为住宿落点和夜间路线收束点。,,min_price=347; avg_price=624.2; max_rooms=25,补充检索/放大后显示,118.667,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。
159,酒店,,L2,650,常熟行人居商务宾馆,宾馆酒店,虞山镇招商南路120号,120.739319,31.623756,4.4,228元起，平均约557.5元，余房峰值25间,,,0512-52231277;0512-52231777,宾馆酒店、经济型、虞山,常熟行人居商务宾馆属于宾馆酒店，适合作为住宿落点和夜间路线收束点。,,min_price=228; avg_price=557.5; max_rooms=25,补充检索/放大后显示,118.55,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。
160,酒店,,L2,691,常熟森惠宾馆(方塔步行街店),宾馆酒店,虞山镇方塔街55号新华书店对面,120.746141,31.643601,3.8,206元起，平均约611.7元，余房峰值25间,,,0512-52771655;0512-52772355,宾馆酒店、旅馆、虞山、方塔,常熟森惠宾馆(方塔步行街店)属于宾馆酒店，适合作为住宿落点和夜间路线收束点。,,min_price=206; avg_price=611.7; max_rooms=25,补充检索/放大后显示,118.147,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。
161,酒店,,L4,742,果庭酒店,四星级宾馆,海虞南路26-1号,120.757517,31.640775,4.8,223元起，平均约548.8元，余房峰值24间,,,0512-52515151,四星级宾馆、商务酒店,果庭酒店属于四星级宾馆，适合作为住宿落点和夜间路线收束点。,https://store.is.autonavi.com/showpic/f2f5ce5c88c36d966cd6b09bcf7314c5,min_price=223; avg_price=548.8; max_rooms=24,重点样板卡片/封面图/住宿主节点,118.069,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。；图片URL补充：同名高德POI图片：果庭酒店
162,酒店,,L4,731,常熟梅园宾馆,三星级宾馆,虞山北路137号,120.733216,31.662363,4.3,205元起，平均约535.2元，余房峰值25间,,,0512-52858900,三星级宾馆、三星级酒店、虞山,常熟梅园宾馆属于三星级宾馆，适合作为住宿落点和夜间路线收束点。,https://store.is.autonavi.com/showpic/9d35cb14b94bf96612c5fa867fe20cc8,min_price=205; avg_price=535.2; max_rooms=25,重点样板卡片/封面图/住宿主节点,117.874,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。；图片URL补充：同名高德POI图片：常熟梅园宾馆
163,酒店,,L2,736,常熟润发商务宾馆,宾馆酒店,虞山镇新颜路50号2层,120.773486,31.644422,4.3,259元起，平均约543.9元，余房峰值25间,,,0512-52722111,宾馆酒店、经济型、虞山,常熟润发商务宾馆属于宾馆酒店，适合作为住宿落点和夜间路线收束点。,,min_price=259; avg_price=543.9; max_rooms=25,补充检索/放大后显示,117.821,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。
164,酒店,,L2,712,有戏创想酒店,住宿服务相关,闽江东路11号世茂商务中心广场A幢304,120.77432,31.66673,4.8,225元起，平均约573.6元，余房峰值25间,,,18051520030,住宿服务相关、电竞酒店,有戏创想酒店属于住宿服务相关，适合作为住宿落点和夜间路线收束点。,,min_price=225; avg_price=573.6; max_rooms=25,补充检索/放大后显示,117.725,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。
165,酒店,,L2,705,今世缘商务宾馆(常熟永旺梦乐城店),宾馆酒店,银环路99幢37号,120.787678,31.601867,4.4,229元起，平均约601.2元，余房峰值25间,,,0512-52033111;17751429396,宾馆酒店、经济型、梦乐城,今世缘商务宾馆(常熟永旺梦乐城店)属于宾馆酒店，适合作为住宿落点和夜间路线收束点。,,min_price=229; avg_price=601.2; max_rooms=25,补充检索/放大后显示,117.47,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。
166,酒店,,L2,791,雅嘉宾馆(常熟周行客运站店),宾馆酒店,海虞镇府前路1号周行商业广场1幢,120.81389,31.707279,4.4,203元起，平均约558.0元，余房峰值25间,,,0512-52888108,宾馆酒店、经济型、客运,雅嘉宾馆(常熟周行客运站店)属于宾馆酒店，适合作为住宿落点和夜间路线收束点。,,min_price=203; avg_price=558.0; max_rooms=25,补充检索/放大后显示,116.895,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。
167,酒店,,L3,808,格林豪泰智选酒店(常熟大润发印象城店),充电站,琴湖路290-8号,120.768415,31.647497,4.7,296元起，平均约644.2元，余房峰值24间,,,0512-52738919;18118159709,充电站、商务酒店,格林豪泰智选酒店(常熟大润发印象城店)属于充电站，适合作为住宿落点和夜间路线收束点。,https://store.is.autonavi.com/showpic/9dc3a8e5535fa781be6fc73e50d5f17c,min_price=296; avg_price=644.2; max_rooms=24,路线规划/区域住宿节点,116.824,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。；图片URL补充：同名高德POI图片：格林豪泰智选酒店(苏州常熟辛庄镇轻纺园店)
168,酒店,,L2,611,维朵华都花园酒店,宾馆酒店,花园浜路108号(原花园大酒店),120.745233,31.635402,4.7,205元起，平均约581.4元，余房峰值25间,,,0512-52711116,宾馆酒店、商务酒店,维朵华都花园酒店属于宾馆酒店，适合作为住宿落点和夜间路线收束点。,,min_price=205; avg_price=581.4; max_rooms=25,补充检索/放大后显示,116.642,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。
169,酒店,,L2,591,喜燕宾馆,宾馆酒店,梅北路87号,120.862389,31.717135,5.0,220元起，平均约595.6元，余房峰值25间,,,0512-52660111,宾馆酒店、经济型,喜燕宾馆属于宾馆酒店，适合作为住宿落点和夜间路线收束点。,,min_price=220; avg_price=595.6; max_rooms=25,补充检索/放大后显示,116.61,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。
170,酒店,,L4,597,锦江之星酒店(常熟虞山店),经济型连锁酒店,长江路606号,120.733397,31.668186,4.2,233元起，平均约617.5元，余房峰值25间,,,0512-52107777,经济型连锁酒店、经济型、虞山,锦江之星酒店(常熟虞山店)属于经济型连锁酒店，适合作为住宿落点和夜间路线收束点。,https://store.is.autonavi.com/showpic/bd65c1a0c469b8266b37cc4cdd5dbefa,min_price=233; avg_price=617.5; max_rooms=25,重点样板卡片/封面图/住宿主节点,116.55,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；酒店分层已按城市级/品牌级/星级/交通枢纽/景区住宿代表性重排，避免低缩放层过多展示小众民宿或普通商务宾馆。；图片URL补充：同名高德POI图片：锦江之星酒店(常熟虞山店)
